facility_code,facility_name,facility_shortname,address_1,address_2,district,state,postcode,sector,type,latitude,longitude
41-13110042,KOLEJ SAINS KESIHATAN BERSEKUTU KUCHING,,"LOT 221, BATU 13 1/2 (KM22), JALAN PUNCAK BORNEO",,SARIKEI,SARAWAK,93590,GOVERNMENT,KOLEJ,,
41-13110039,KOLEJ INSPEKTOR KESIHATAN,,"BATU 7 1/2 JALAN PENRISSEN, KOTA SENTOSA",,SARIKEI,SARAWAK,93250,GOVERNMENT,KOLEJ,,
31-13110643,MAKMAL KESELAMATAN DAN KUALITI MAKANAN SARAWAK,,JALAN TUN ABANG HAJI OPENG,,SARIKEI,SARAWAK,93590,GOVERNMENT,LAIN-LAIN,1.541572,110.340641
91-13110005,PEJABAT KESIHATAN BAHAGIAN KUCHING,PKBKCG,"BAHAGIAN KUCHING, JALAN TUN AHMAD ZAIDI ADRUCE",,SARIKEI,SARAWAK,93150,GOVERNMENT,PEJABAT KESIHATAN BAHAGIAN,1.53603,110.33657
91-13110293,PEJABAT KESIHATAN DAERAH KUCHING,PKDKCG,"BAHAGIAN KUCHING, JALAN TUN AHMAD ZAIDI ADRUCE, KUCHING",,SARIKEI,SARAWAK,93250,GOVERNMENT,PEJABAT KESIHATAN DAERAH,1.53603,110.33657
91-13110310,PEJABAT PERGIGIAN BAHAGIAN KUCHING,,"LOT 806-807, TINGKAT 8, WISMA SABERKAS, JALAN GREEN",,SARIKEI,SARAWAK,93150,GOVERNMENT,PEJABAT PERGIGIAN BAHAGIAN,,
91-13110232,PMA KUCHING (L),,PKB KUCHING,"PEJABAT KESIHATAN PELABUHAN, KUCHING PORT AUTHORITY ADMINISTRATIVE BUILDING, SENARI TERMINAL,KM 16, JALAN BAKO KUCHING",SARIKEI,SARAWAK,93450,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",1.555037,110.394278
91-13110240,PMA TEBEDU (D),,PKB SAMARAHAN,"PEJABAT POS SEMPADAN TEBEDU, SERIAN",SARIKEI,SARAWAK,94760,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",0.988011,110.353093
91-13110233,PMA KUCHING (U),,KUCHING,"PEJABAT KUARANTIN KESIHATAN, LEVEL 2, TERMINAL BUILDING KIA. KUCHING INTERNATIONAL AIRPORT, JALAN AIRPORT KUCHING",SARIKEI,SARAWAK,93150,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",1.487166,110.341677
21-13360203,KLINIK KESIHATAN SUAI TEGAGENG,KKSTG,"KAMPUNG SUAI TEGAGENG, MIRI",,SEBAUH,SARAWAK,98000,GOVERNMENT,KLINIK KESIHATAN,3.71265,113.62535
21-13360094,KLINIK KESIHATAN LADANG TIGA,KKLTIGA,"PEKAN LADANG TIGA, MIRI",,SEBAUH,SARAWAK,98120,GOVERNMENT,KLINIK KESIHATAN,3.87391,113.888696
21-13360396,KLINIK KESIHATAN SEPUPOK,,"JALAN BATU NIAH, PEKAN SEPUPOK, NIAH",,SEBAUH,SARAWAK,98200,GOVERNMENT,KLINIK KESIHATAN,3.863209,113.71536
21-13360056,KLINIK KESIHATAN BEKENU,KKBKN,"KAMPUNG BEKENU, MIRI",,SEBAUH,SARAWAK,98150,GOVERNMENT,KLINIK KESIHATAN,4.0581,113.84737
21-13360349,KLINIK KESIHATAN JAMBATAN SUAI,KKJS,"JAMBATAN SUAI, MIRI",,SEBAUH,SARAWAK,98000,GOVERNMENT,KLINIK KESIHATAN,3.792727,113.632791
21-13360052,KLINIK KESIHATAN BATU NIAH,KKBNH,"BATU NIAH, MIRI",,SEBAUH,SARAWAK,98200,GOVERNMENT,KLINIK KESIHATAN,3.79474,113.74769
21-13360227,KLINIK KESIHATAN TUN HAJI OPENG,KKTHO,"JALAN TUN HAJI OPENG, MIRI",,SEBAUH,SARAWAK,98000,GOVERNMENT,KLINIK KESIHATAN,4.092792,113.960184
21-13310180,KLINIK KESIHATAN SANGAN,KKSGN,"SANGAN, BINTULU",,SELANGU,SARAWAK,97000,GOVERNMENT,KLINIK KESIHATAN,2.765567,112.975837
21-13310214,KLINIK KESIHATAN TATAU,KKTTU,"PEKAN TATAU, BINTULU",,SELANGU,SARAWAK,97200,GOVERNMENT,KLINIK KESIHATAN,2.88134,112.85431
21-13310080,KLINIK KESIHATAN KAKUS,KKKKS,"KAKUS, BINTULU",,SELANGU,SARAWAK,97000,GOVERNMENT,KLINIK KESIHATAN,2.634457,113.151526
21-13310093,KLINIK KESIHATAN KUALA TATAU,KKKTTU,"KAMPUNG KUALA TATAU, BINTULU",,SELANGU,SARAWAK,97200,GOVERNMENT,KLINIK KESIHATAN,3.078361,112.800944
21-13310153,KLINIK KESIHATAN NANGA TAU,KKNTAU,"NANGA TAU, BINTULU",,SELANGU,SARAWAK,97000,GOVERNMENT,KLINIK KESIHATAN,2.543024,113.032138
21-13310606,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. TATAU",KPSKTTB,"KM 60, JALAN BINTULU- SIBU",,SELANGU,SARAWAK,97200,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,2.876412,112.850887
91-13310308,PEJABAT KESIHATAN DAERAH TATAU,PKDTTU,"KLINIK KESIHATAN TATAU, JALAN SIBU-BINTULU",,SELANGU,SARAWAK,97200,GOVERNMENT,PEJABAT KESIHATAN DAERAH,2.54437,113.02985
11-13050021,HOSPITAL BINTULU,,JALAN NYABAU,,SERIAN,SARAWAK,97000,GOVERNMENT,HOSPITAL,3.23015,113.10026
21-13050064,KLINIK KESIHATAN BINTULU,,"LEBUH RAYA ABANG GALAU, BINTULU",,SERIAN,SARAWAK,97000,GOVERNMENT,KLINIK KESIHATAN,3.17359,113.03704
21-13050090,KLINIK KESIHATAN NYALAU,KKNYL,KAMPUNG TENGAH NYALAU,,SERIAN,SARAWAK,97000,GOVERNMENT,KLINIK KESIHATAN,3.63825,113.37932
21-13050271,KLINIK KESIHATAN IBU DAN ANAK KIDURONG,KKIAKDRG,"PEJ. KESIHATAN BAHAGIAN, BAHAGIAN BINTULU, JALAN TUN AHMAD ZAIDI, BINTULU",,SERIAN,SARAWAK,97000,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,3.234082,113.081621
21-13050354,KLINIK KOMUNITI SUNGAI PLAN,K1MSPL,"SUBLOT 2813, KIDURONG COMMERCIAL CENTRE, SUNGAI PLAN",,SERIAN,SARAWAK,97000,GOVERNMENT,KLINIK KOMUNITI,3.274248,113.080359
21-13050064D,KLINIK PERGIGIAN DI KLINIK KESIHATAN BINTULU,,"ARAS 2, JALAN PISANG EMAS, OFF JALAN TUN AHMAD ZAIDI, 97000 BINTULU, SARAWAK",,SERIAN,SARAWAK,97000,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-13050493,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA CHUNG HUA BINTULU",KPSJKCHB,JALAN TANJUNG BATU,,SERIAN,SARAWAK,97000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,3.188301,113.037175
21-10020025,KLINIK KESIHATAN AMPANG,,"JALAN MEWAH 3, PEKAN AMPANG",,HULU LANGAT,SELANGOR,68000,GOVERNMENT,KLINIK KESIHATAN,3.145315,101.761272
21-13050610,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. BINTULU",KPSMKB,JALAN SULTAN ISKANDAR,,SERIAN,SARAWAK,97007,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,3.193684,113.056365
21-13050594,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ST. ANTHONY",KPSKSTAN,JLN SULTAN ISKANDAR,,SERIAN,SARAWAK,97000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,3.174061,113.043711
21-13050569,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. KIDURONG",KPSKKB,JALAN ABANG ALI,,SERIAN,SARAWAK,97000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,3.231245,113.076269
21-13050580,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ORANG KAYA MOHD",KPSKOKM,JALAN ABANG GALAU,,SERIAN,SARAWAK,97000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,3.169314,113.046339
91-13050003,PEJABAT KESIHATAN BAHAGIAN BINTULU,PKBBTU,"BAHAGIAN BINTULU, JALAN TUN AHMAD ZAIDI",,SERIAN,SARAWAK,97000,GOVERNMENT,PEJABAT KESIHATAN BAHAGIAN,3.172451,113.038107
91-13050288,PEJABAT KESIHATAN DAERAH BINTULU,PKDBTU,"BAHAGIAN BINTULU, JALAN TUN AHMAD ZAIDI",,SERIAN,SARAWAK,97000,GOVERNMENT,PEJABAT KESIHATAN DAERAH,3.172451,113.038107
91-13050318,PEJABAT PERGIGIAN BAHAGIAN BINTULU,,"KLINIK PERGIGIAN BAHAGIAN BINTULU, LEBUHRAYA GALAU",,SERIAN,SARAWAK,97012,GOVERNMENT,PEJABAT PERGIGIAN BAHAGIAN,,
91-13050231,PMA BINTULU (L),,PKB BINTULU,"PEJABAT KESIHATAN BAHAGIAN BINTULU, LEBUH RAYA ABANG GALAU, BINTULU",SERIAN,SARAWAK,97000,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",3.175322,113.04305
11-13150027,HOSPITAL LUNDU,,JALAN SEKAMBAL,,SIBU,SARAWAK,94500,GOVERNMENT,HOSPITAL,1.6719,109.84854
21-13150650,KLINIK KESIHATAN STUNGKOR,,"LOT 405, BLOCK 9, STUNGKOR LAND DISTRICT, JLN. BOKAH/RASAU/STUNGKOR, OFF JLN. BAU-LUNDU",,SIBU,SARAWAK,94500,GOVERNMENT,KLINIK KESIHATAN,,
21-13150193,KLINIK KESIHATAN SAMPADI,KKSPD,KAMPUNG SAMPADI,,SIBU,SARAWAK,94500,GOVERNMENT,KLINIK KESIHATAN,1.68672,110.01399
21-13150062,KLINIK KESIHATAN BIAWAK,KKBWK,KAMPUNG BIAWAK,,SIBU,SARAWAK,94500,GOVERNMENT,KLINIK KESIHATAN,1.61896,109.68134
21-13150201,KLINIK KESIHATAN STOH RAMBUNGAN,KKSRB,KAMPUNG RAMBUNGAN,,SIBU,SARAWAK,94500,GOVERNMENT,KLINIK KESIHATAN,1.692052,110.099584
21-13150191,KLINIK KESIHATAN SEMATAN,KKSMTN,"JALAN SUNGAI KILANG, SEMATAN",,SIBU,SARAWAK,94100,GOVERNMENT,KLINIK KESIHATAN,1.808979,109.776255
21-13150275,KLINIK KESIHATAN IBU DAN ANAK LUNDU,KKIALND,"D/A PEG. KESIHATAN DAERAH, DAERAH LUNDU, JALAN LUNDU / SEKAMBAL, LUNDU",,SIBU,SARAWAK,94500,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,1.550192,110.341873
21-13150329,KLINIK PERGIGIAN LUNDU,KPLNDU,"JALAN SEKAMBAL, 94500 LUNDU",,SIBU,SARAWAK,94500,GOVERNMENT,KLINIK PERGIGIAN,1.672603,109.848433
21-13150554,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. BUMIPUTRA",KPSKBPL,JLN SEKAMBAL,,SIBU,SARAWAK,94500,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.674882,109.852909
21-13150619,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. LUNDU",KPSMKLU,BT.2 JALAN LUNDU/PANDAN PROBOX,,SIBU,SARAWAK,94500,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.688747,109.849931
91-13150015,PEJABAT KESIHATAN DAERAH LUNDU,PKDLN,"DAERAH LUNDU, JALAN SEKAMBAL, LUNDU",,SIBU,SARAWAK,94500,GOVERNMENT,PEJABAT KESIHATAN DAERAH,1.67192,109.8484
91-13150357,PMA CIQS BIAWAK (D),,PKD LUNDU,"KOMPLEKS IMIGRESEN BIAWAK, JALAN LUNDU BIAWAK, LUNDU",SIBU,SARAWAK,94500,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",1.613403,109.680919
11-13060246,HOSPITAL DALAT,,"HOSPITAL DALAT, FASA 1, JALAN OYA-DALAT",,SIMUJAN,SARAWAK,96300,GOVERNMENT,HOSPITAL,2.861584,111.882231
21-13060156,KLINIK KESIHATAN NANGA BAOH,KKNBH,LOT 4 BLOCK 251 OYA-DALAT LAND DISTRICT,,SIMUJAN,SARAWAK,96300,GOVERNMENT,KLINIK KESIHATAN,2.583694,112.049524
21-13060091,KLINIK KESIHATAN KUALA OYA,KKKO,LOT 467 BLOCK 15 OYA-DALAT LAND DISTRICT,,SIMUJAN,SARAWAK,96300,GOVERNMENT,KLINIK KESIHATAN,2.858519,111.877221
21-13060244,KLINIK KESIHATAN MEDONG,KKMDG,"LOT 66 BLOCK 168 OYA-DALAT LAND DISTRICT, DALAT",,SIMUJAN,SARAWAK,96300,GOVERNMENT,KLINIK KESIHATAN,2.687318,111.934802
21-13060363,KLINIK KESIHATAN IBU DAN ANAK DALAT,KKIADLT,"HOSPITAL DALAT, FASA 1",,SIMUJAN,SARAWAK,96300,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,2.4364356,112.1538839
21-13280334,KLINIK PERGIGIAN SIMUNJAN,,"JLN GUNUNG NGELI, 94800 SIMUNJAN",,SIMUJAN,SARAWAK,94800,GOVERNMENT,KLINIK PERGIGIAN,1.38258,110.75081
11-13060246D,KLINIK PERGIGIAN DI HOSPITAL DALAT,,"HOSPITAL DALAT,FASA 1",JALAN OYA-DALAT,SIMUJAN,SARAWAK,96300,GOVERNMENT,KLINIK PERGIGIAN DI HOSPITAL,,
21-13060612,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. DALAT",KPSMKD,"LOT 105, JLN OYA DALAT",,SIMUJAN,SARAWAK,96300,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,2.862576,111.885869
21-13060587,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SG. UD",KPSKSUD,JLN MASJID DALAT,,SIMUJAN,SARAWAK,96300,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,2.744674,111.944187
91-13060289,PEJABAT KESIHATAN DAERAH DALAT,PKDDLT,JALAN PASAR PEKAN DALAT,,SIMUJAN,SARAWAK,96300,GOVERNMENT,PEJABAT KESIHATAN DAERAH,2.74325,111.93988
11-13220638,PUSAT JANTUNG SARAWAK,,JALAN EXPRESSWAY,,SONG,SARAWAK,94300,GOVERNMENT,INSTITUSI KHAS,1.480792,110.419612
21-13220083,KLINIK KESIHATAN KOTA SAMARAHAN,KKKSMR,"KOTA SAMARAHAN, JALAN DATUK MUHAMAD MUSA, KOTA SAMARAHAN",,SONG,SARAWAK,94300,GOVERNMENT,KLINIK KESIHATAN,1.45788,110.48915
21-13220179,KLINIK KESIHATAN SAMBIR,KKSMBR,KAMPUNG SAMBIR,,SONG,SARAWAK,94600,GOVERNMENT,KLINIK KESIHATAN,1.572737,110.543587
21-13220267,KLINIK KESIHATAN IBU DAN ANAK SEBISAK,KKIASBS,"TINGKAT 1, SUBLOT 396-397, LOT 2071 DAN 539, JALAN MUARA TUANG, TAMAN SURIA 1",,SONG,SARAWAK,94300,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,1.457768,110.492651
21-13220401,KLINIK KOMUNITI BUKIT BERANGAN,K1MBBGN,"GROUND FLOOR, SUBLOT 20,P/L202&205, BLOCK 25, MUARA TUANG JALAN DATUK MOHAMMAD MUSA",,SONG,SARAWAK,94300,GOVERNMENT,KLINIK KOMUNITI,1.444041,110.376199
21-13220387,KLINIK KOMUNITI PALM VILLA,K1MPV,"GROUND FLOOR AND FIRST FLOOR, LOT 6291 (SL 9), PALM VILLA PHASE1, JLN DATUK MOHD MUSA SAMARAHAN",,SONG,SARAWAK,94300,GOVERNMENT,KLINIK KOMUNITI,1.45631,110.42951
21-13220379,KLINIK KESIHATAN SAMARINDAH,K1MSMRD,"SUBLOT 669, TAMAN SAMARINDAH",,SONG,SARAWAK,94300,GOVERNMENT,KLINIK KOMUNITI,1.44142,110.40615
21-13220083D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KOTA SAMARAHAN,,"KOTA SAMARAHAN, JALAN DATUK MUHAMAD MUSA, 94300 KOTA SAMARAHAN (PEG. PERUBATAN Y/M, KK SAMARAHAN, JALAN DATUK MUHAMAD MUSA, KOTA",,SONG,SARAWAK,94300,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-13220623,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. MUARA TUANG",KPSMKMT,"KM9, JLN DATO MOHD MUSA",,SONG,SARAWAK,94300,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.450197,110.399703
21-13220558,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. DATO' TRAOH",KPSKDT,"JLN DATUK MOHD. MUSA, KPG MUARA TUANG",,SONG,SARAWAK,94300,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,1.459261,110.498646
91-13220009,PEJABAT KESIHATAN BAHAGIAN SAMARAHAN,PKBSMR,"BAHAGIAN SAMARAHAN, KLINIK KESIHATAN KOTA SAMARAHAN, JALAN DATUK MUHAMMAD MUSA",,SONG,SARAWAK,94300,GOVERNMENT,PEJABAT KESIHATAN BAHAGIAN,1.45788,110.48915
91-13220292,PEJABAT KESIHATAN DAERAH KOTA SAMARAHAN,PKDKSM,"BAHAGIAN SAMARAHAN, KLINIK KESIHATAN KOTA SAMARAHAN, JALAN DATUK MUHAMMAD MUSA, KOTA SAMARAHAN",,SONG,SARAWAK,94300,GOVERNMENT,PEJABAT KESIHATAN DAERAH,1.45788,110.48915
91-13220317,PEJABAT PERGIGIAN BAHAGIAN SAMARAHAN,,"TINGKAT 2, BANGUNAN WISMA PERSEKUTUAN SAMARAHAN, JALAN DATUK MOHD MUSA",,SONG,SARAWAK,94300,GOVERNMENT,PEJABAT PERGIGIAN BAHAGIAN,,
11-13070022,HOSPITAL DARO,,JALAN ITOL,,SRI AMAN,SARAWAK,96200,GOVERNMENT,HOSPITAL,2.51615,111.4333
21-13070217,KLINIK KESIHATAN TEKAJONG,KKTKJ,LOT 245 BRUIT LAND DISTRICT,,SRI AMAN,SARAWAK,96200,GOVERNMENT,KLINIK KESIHATAN,2.739262,111.304668
21-13070065,KLINIK KESIHATAN BRUIT,KKBRT,"LOT 38 BLOCK 4 BRUIT LAND DISTRICT, DARO",,SRI AMAN,SARAWAK,96200,GOVERNMENT,KLINIK KESIHATAN,2.709031,111.369778
21-13070061,KLINIK KESIHATAN BETANAK,KKBTK,"LOT 5 BLOCK 5 BRUIT LAND DISTRICT, DARO",,SRI AMAN,SARAWAK,96200,GOVERNMENT,KLINIK KESIHATAN,2.633915,111.295032
21-13070070,KLINIK KESIHATAN DARO,KKDARO,"KLINIK KESIHATAN DARO SEMENTARA, D/A HOSPITAL DARO, JALAN ITOL, DARO",,SRI AMAN,SARAWAK,96200,GOVERNMENT,KLINIK KESIHATAN,2.51202,111.43349
21-13070150,KLINIK KESIHATAN NANGA SEMAH,KKNSM,"LOT 37 BLOCK 8 SEMAH LAND DISTRICT, DARO",,SRI AMAN,SARAWAK,96200,GOVERNMENT,KLINIK KESIHATAN,2.36002,111.51261
21-13070555,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. CAMPURAN",KPSKCM,JLN SENTRAL,,SRI AMAN,SARAWAK,96200,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,2.512844,111.432129
91-13070309,PEJABAT KESIHATAN DAERAH DARO,PKDDR,"KUATERS KESIHATAN, JALAN BINA",,SRI AMAN,SARAWAK,96200,GOVERNMENT,PEJABAT KESIHATAN DAERAH,2.51202,111.43349
21-13380347,KLINIK KESIHATAN LONG MOH,KKLMOH,"KAMPUNG LONG MOH, BARAM",,SUBIS,SARAWAK,98000,GOVERNMENT,KLINIK KESIHATAN,3.056713,115.076194
21-13380395,KLINIK KESIHATAN LONG JEKITAN,KKLJK,"D/A PEJABAT KESIHATAN BAHAGIAN MIRI, JALAN TEMENGGONG OYONG LAWAI JAU",,SUBIS,SARAWAK,98000,GOVERNMENT,KLINIK KESIHATAN,3.263121,114.859131
21-13380101,KLINIK KESIHATAN LONG KEVOK,KKLKVK,KAMPUNG LONG KEVOK,,SUBIS,SARAWAK,98050,GOVERNMENT,KLINIK KESIHATAN,3.802,114.907333
21-13380113,KLINIK KESIHATAN LONG LAMA,KKLLM,KAMPUNG LONG LAMA,,SUBIS,SARAWAK,98050,GOVERNMENT,KLINIK KESIHATAN,3.762499,114.405176
21-13380098,KLINIK KESIHATAN LONG BEDIAN,KKLBD,RUMAH PANJANG LONG BEDIAN,,SUBIS,SARAWAK,98050,GOVERNMENT,KLINIK KESIHATAN,3.794918,114.732075
21-13380106,KLINIK KESIHATAN LONG PILLAH,KKLPH,KAMPUNG LONG PILAH,,SUBIS,SARAWAK,98050,GOVERNMENT,KLINIK KESIHATAN,3.48435,114.42913
21-13380104,KLINIK KESIHATAN LONG NAAH,KKLNH,KAMPUNG LONG NAAH,,SUBIS,SARAWAK,98050,GOVERNMENT,KLINIK KESIHATAN,3.32891,114.596903
21-13380110,KLINIK KESIHATAN LIO MATO,KKLMT,KAMPUNG LIO MATO,,SUBIS,SARAWAK,98050,GOVERNMENT,KLINIK KESIHATAN,3.169665,115.221629
21-13380099,KLINIK KESIHATAN LONG JEEH,KKLJE,KAMPUNG LONG JEE,,SUBIS,SARAWAK,98050,GOVERNMENT,KLINIK KESIHATAN,2.98311,114.95786
21-13380103,KLINIK KESIHATAN LONG MIRI,KKLMR,KAMPUNG LONG MIRI,,SUBIS,SARAWAK,98050,GOVERNMENT,KLINIK KESIHATAN,3.58801,114.427199
21-13380107,KLINIK KESIHATAN LONG SAN,KKLSN,KAMPUNG LONG SAN,,SUBIS,SARAWAK,98050,GOVERNMENT,KLINIK KESIHATAN,3.29568,114.78221
21-13380229,KLINIK KESIHATAN ULU TERU,KKUTERU,"ULU TERU, BARAM",,SUBIS,SARAWAK,98050,GOVERNMENT,KLINIK KESIHATAN,1.581368,111.464852
91-13380653,PEJABAT KESIHATAN DAERAH TELANG USAN,,JALAN RGC,,SUBIS,SARAWAK,98300,GOVERNMENT,PEJABAT KESIHATAN DAERAH,,
21-13350164,KLINIK KESIHATAN NYABOR,KKNBR,KAMPUNG NYABOR,,TANJUNG MANIS,SARAWAK,95300,GOVERNMENT,KLINIK KESIHATAN,1.93695,111.1819
21-13350079,KLINIK KESIHATAN KABONG,KKKBG,KABONG,,TANJUNG MANIS,SARAWAK,94650,GOVERNMENT,KLINIK KESIHATAN,1.80833,111.11864
11-13200030,HOSPITAL MUKAH,,JALAN HAJI MOHAMED PAUZI,,TATAU,SARAWAK,96400,GOVERNMENT,HOSPITAL,2.90217,112.0778
21-13200085,KLINIK KESIHATAN KUALA BALINGIAN,KKKBLG,"LOT 75 & LOT 76 BLOCK 23, BALINGIAN LAND DISTRICT",,TATAU,SARAWAK,96400,GOVERNMENT,KLINIK KESIHATAN,3.012981,112.58683
21-13200161,KLINIK KESIHATAN NANGA TAROH,KKNTR,"LOT 2 BLOCK 6, SIKAT LAND DISTRICT",,TATAU,SARAWAK,96400,GOVERNMENT,KLINIK KESIHATAN,2.619,112.26699
21-13200046,KLINIK KESIHATAN BALINGIAN,,LOT 317 BLOCK 94 BALINGIAN LAND DISTRICT,,TATAU,SARAWAK,96400,GOVERNMENT,KLINIK KESIHATAN,2.931568,112.541108
21-13200245,KLINIK KESIHATAN KAMPUNG TEH,KKKTEH,LOT 112 BLOCK 110 MUKAH LAND DISTRICT,,TATAU,SARAWAK,96300,GOVERNMENT,KLINIK KESIHATAN,2.8616,112.16274
21-13200384,KLINIK KESIHATAN SESOK,,LOT 234 BLOCK 109 MUKAH LAND DISTRICT,,TATAU,SARAWAK,96400,GOVERNMENT,KLINIK KESIHATAN,2.86571,112.15004
21-13200277,KLINIK KESIHATAN IBU DAN ANAK MUKAH,KKIAMKH,"D/A PEJABAT KESIHATAN BAHAGIAN MUKAH, JALAN HAJI MUHAMMAD PAUZI, MUKAH",,TATAU,SARAWAK,96400,GOVERNMENT,KLINIK KESIHATAN IBU DAN ANAK,2.902153,112.077617
21-13200368,KLINIK KOMUNITI MUKAH,K1MMKH,"SEDC SHOPHOUSE GROUND FLOOR 6, JLN. LINTANG",,TATAU,SARAWAK,96400,GOVERNMENT,KLINIK KOMUNITI,2.89634,112.09532
21-13200331,KLINIK PERGIGIAN MUKAH,KPMKH,"JLN HAJI PAUZI, 96400 MUKAH",,TATAU,SARAWAK,96400,GOVERNMENT,KLINIK PERGIGIAN,2.90128,112.076967
21-13200491,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CHONG BOON",KPSJKCBM,JLN PANGGUNG,,TATAU,SARAWAK,96400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,2.898115,112.094752
21-13200634,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. DATUK AWANG UDIN",KPSKDAU,JLN PAM STESYEN LAMA,,TATAU,SARAWAK,96400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,2.893478,112.096924
91-13200008,PEJABAT KESIHATAN BAHAGIAN MUKAH,PKBMKH,"BAHAGIAN MUKAH, JALAN HAJI MUHAMMAD PAUZI",,TATAU,SARAWAK,96400,GOVERNMENT,PEJABAT KESIHATAN BAHAGIAN,2.902459,112.077611
91-13200299,PEJABAT KESIHATAN DAERAH MUKAH,PKDMKH,"BAHAGIAN MUKAH, JALAN HAJI MUHAMAD PAUZI",,TATAU,SARAWAK,96400,GOVERNMENT,PEJABAT KESIHATAN DAERAH,2.902459,112.077611
91-13200319,PEJABAT PERGIGIAN BAHAGIAN MUKAH,,"TINGKAT 3, WISMA PERSEKUTUAN MUKAH, JALAN SERVICE",,TATAU,SARAWAK,96400,GOVERNMENT,PEJABAT PERGIGIAN BAHAGIAN,,
21-13320212,KLINIK KESIHATAN TANJUNG MANIS,KKTMN,"PERUMAHAN STIDC, BELAWAI",,TEBEDU,SARAWAK,96150,GOVERNMENT,KLINIK KESIHATAN,2.151349,111.360155
21-13320092,KLINIK KESIHATAN KUALA REJANG,KKKRJG,"LOT 161, RAJANG TOWN DISTRICT, BELAWAI",,TEBEDU,SARAWAK,96150,GOVERNMENT,KLINIK KESIHATAN,2.15494,111.255492
21-13320059,KLINIK KESIHATAN BELAWAI,KKBLW,"LOT 159 BLOCK 9 KEDANG LAND DISTRICT, BELAWAI",,TEBEDU,SARAWAK,96200,GOVERNMENT,KLINIK KESIHATAN,2.23056,111.214776
91-13320651,PEJABAT KESIHATAN DAERAH TANJUNG MANIS,,"D/A KLINIK KESIHATAN BELAWAI, BELAWAI",,TEBEDU,SARAWAK,96150,GOVERNMENT,PEJABAT KESIHATAN DAERAH,,
21-13400224,KLINIK KESIHATAN TUBAU,KKTBU,PEKAN TUBAU,,TELANG USAN,SARAWAK,97000,GOVERNMENT,KLINIK KESIHATAN,3.160199,113.701678
21-13400184,KLINIK KESIHATAN SEBAUH,KKSBH,PEKAN SEBAUH,,TELANG USAN,SARAWAK,97000,GOVERNMENT,KLINIK KESIHATAN,3.11049,113.26816
21-13400641,KLINIK KESIHATAN LABANG,KKLBG,"KLINIK KESIHATAN LABANG, SEBAUH",,TELANG USAN,SARAWAK,97000,GOVERNMENT,KLINIK KESIHATAN,3.258663,113.492224
21-13400119,KLINIK KESIHATAN LUBOK TAPANG,KKLTPG,LUBOK TAPANG,,TELANG USAN,SARAWAK,97000,GOVERNMENT,KLINIK KESIHATAN,3.15108,113.37012
