Data Element ID,Data element,DatasetID ,Date created ,Date updated ,Synonyms ,Translation of data element ,Descripton  ,Data element type ,Field property/data type for value,Field size ,Value selection/capture method ,Values/Codes for Values ,Value source 
treatment_prior_nuclear_medicine_imaging,Treatment Prior to This Nuclear Medicine Imaging,Nuclear Medicine,Sep-12,,,Rawatan yang diberikan sebelum nuclear medicine imaging dilakukan,Review the various modality of previous treatment which might affect disease outcome or alter current investigation findings,,Alphanumeric,,Select from a shortlist,Refer to lookup Treatment Prior to This Nuclear Medicine Imaging,
,Treatment Required,Oral Health,Sep-12,Sep-12,Need treatment/treatment needed/require treatment,Perlu rawatan,,,Numeric,1 character,,1- yes; 0-no (no treatment required - NTR),MoH
triage_category,Triage Category,Emergency,Apr-12,,,Kategori triage,Denotes the triage category,,Alphanumeric,30 characters,,Refer to lookup table Triage Category,
triage_classification,Triage Classification,Emergency,Oct-06,,,Jenis triage,Denotes the values to describe priority of treatment used in triaging process,,Alphanumeric,10 characters,,Refer to lookup table Triage Classification,MoH
,Triglycerides,Cardiology,May-13,,,,The person’s measured triglycerides latest level before event (in mmol/L),,Numeric,,,,NCVD-ACS
,Troponin T or I Reference Upper Limit,Cardiology,May-13,,,,"The upper limit of normal of total Troponin T or I, as defined by individual hospital laboratory standards or normal reference range",,Numeric,,,,NCVD-ACS
tumour_laterality,Tumour Laterality,Radiotherapy & Oncology,May-13,,,,Site of which tumour is located,,Alphanumeric,,Select from a shortlist,Refer to lookup table Tumour Laterality,
tumour_site_colorectal_cancer,Tumour Site in Colorectal Cancer,Colorectal Cancer,May-13,,,Lokasi tumor dalam kanser kolorektal,The area of tumour growth in colorectal cancer,,Alphanumeric,,,Refer to lookup table Tumour Site in Colorectal Cancer,
tumour_infiltrating_lymphocytes_colorectal_cancer,Tumour-Infiltrating Lymphocytes in Colorectal Cancer,Colorectal Cancer,May-13,,,Penerpan sel-sel lymphocyte ke dalam tumor,The lymphocytic infiltration onto the tumour in colorectal cancer,,Alphanumeric,,,Refer to lookup table Tumour - Infiltrating Lymphocytes in Colorectal Cancer,
type_of_anaesthesia,Type of Anaesthesia,Ophthalmology,May-13,,,,Type of anaesthesia administered to patient during cataract surgery,,Alphanumeric,,,Refer to lookup table Type of Anaesthesia,
type_of_breast_surgery,Type of Breast Surgery,Radiotherapy & Oncology,May-13,,,,Type of surgery done for breast cancer patient,,Alphanumeric,,"Select from a shortlist, type in",Refer to lookup table Type of Breast Surgery,
type_of_cabg_revascularization,Type of CABG Revascularization,Cardiology,May-13,,,,Indicate the type CABG revascularization,,Alphanumeric,,Select from a shortlist,Refer to lookup table Type of CABG Revascularization,NCVD-ACS
type_of_cataract_surgery,Type of Cataract Surgery,Ophthalmology,May-13,,,,Method of cataract surgery performed,,Alphanumeric,,,Refer to lookup table Type of Cataract Surgery,
type_of_child_abuse,Type of Child Abuse,Emergency,Apr-12,,,Penganiayaan Kanak-kanak,Code assigned to describe type of child abuse,,Alphanumeric,30 characters,,Refer to lookup table Type of Child Abuse,MoH
,Type of Conception,NOR,May-13,,,,Refers to the manner in which a pregnancy is concieved (spontaneous or assisted),Numeric,,,,,
type_of_corneal_transplant_surgery,Type of Corneal Transplant Surgery,Ophthalmology,May-13,,,,Methods of transplanting the donor corneal tissue to the recipient,,Alphanumeric,,,Refer to lookup table Type of Corneal Transplant Surgery,
type_of_domestic_violence,Type of Domestic Violence - OSCC,Emergency,Apr-12,,,Jenis keganasan rumahtangga,Type of domestic violence,,Alphanumeric,30 characters,,Refer to lookup table Type of Domestic Violence,
type_of_embolic_protection,Type of Embolic Protection,Cardiology,May-13,,,,Type of protection devices used in PCI,,Alphanumeric,,Select from a shortlist,Refer to lookup table Type of Embolic Protection,NCVD-ACS
type_of_follow-up,Type of Follow-up,Cardiology,May-13,,,,Indicate the duration of follow-up post admission,,Alphanumeric,,Select from a shortlist,Refer to lookup table Type of Follow-Up,NCVD-ACS NCVD-PCI
type_of_iol,Type of IOL,Ophthalmology,May-13,,,,Type of IOL as determined by its foldability,,Alphanumeric,,,Refer to lookup table Type of IOL,
type_of_major_congenital_abnormality,Type of Major Congenital Abnormalities,"MNNR, NOR",May-13,,,,"Major congenital abnormality as defined elsewhere, according to organ system and ICD 10 code",,Alphanumeric,,Select from a shortlist,Refer to lookup table Type of Major Congenital Abnormality,"WHO International Classification of Diseases and Health Related Problems 10th Revision (ICD 10), MNNR"
type_of_organism,Type of Organism,MNNR,May-13,,,,Pathogen recovered from a blood culture obtained from either central line or peripheral blood sample,,Alphanumeric,,Select from a shortlist,Refer to lookup table Type of Organism,MNNR
type_of_pci_revascularization,Type of PCI Revascularization,Cardiology,May-13,,,,Indicate the type PCI revascularization,,Alphanumeric,,Select from a shortlist,Refer to lookup table Type of PCI Revascularization,NCVD-ACS
,Type of Psoriasis,Dermatology,May-13,,,,"Predominant type of psoriasis, such as plaque, guttate, erythrodermic, pustular, flexural and others",,Alphanumeric,40 characters,,,
,Type of Psoriatic Arthropathy,Dermatology,May-13,,,,"Type of psoriatic arthropathy, whether oligo/monoarthropathy, distal hand joints arthropathy, symmetrical polyarthropathy (Rheumatoid-like), Spondlylitis/sacroilitis, arthritis mutilans",,Alphanumeric,60 characters,,,
type_of_radiotherapy,Type of Radiotherapy,Radiotherapy & Oncology,May-13,,,,Type of radiotherapy administered during the course of treatment for cancer,,Alphanumeric,,Select from a shortlist,Refer to lookup table Type of Radiotherapy,
type_of_revascularization,Type of Revascularization,Cardiology,May-13,,,,Indicate the type revascularization,,Alphanumeric,,Select from a shortlist,Refer to lookup table Type of Revascularization,NCVD-ACS
type_of_stent_thrombosis,Type of Stent Thrombosis,Cardiology,May-13,,,,Indicate the different itme occurrence of stent thrombosis following index PCI of the affected vessel,,Alphanumeric,,Select from a shortlist,Refer to lookup table Type of Stent Thrombosis,NCVD-PCI
,Type of Topical Antipsoriatic Treatment,Dermatology,May-13,,,,"The type of topical antipsoriatic treatment prescribed to patient, such as tar preparation, vitamin D analogue, combination of vitamin D analogue and topical steroid, dithranol, topical steroid, keratolytic, emollient or others",,Alphanumeric,,Select from a shortlist,,
type_of_treatment_for_asthma,Type of Treatment in Asthma,Respiratory,May-13,,,Jenis rawatan,The type of treatment given for Asthma during the current encounter,,Alphanumeric,,Select from a shortlist,Refer to lookup table Type of Treatment for Asthma,
treatment_for_copd,Type of Treatment in COPD,Respiratory,May-13,,,Jenis Rawatan,The type of treatment for COPD given during the current encounter,,Alphanumeric,,Select from a shortlist,Refer to lookup table Treatment for COPD,
type_of_trephine_used_recipient_cornea,Type of Trephine Used on Recipient Cornea,Ophthalmology,May-13,,,,The method of trephine used to remove the recipient corneal tissue,,Alphanumeric,,,Refer to lookup table Type of Trephine Used on Recipient Cornea,
,Type of Tuberculosis,Dermatology,May-13,,,,"The type of tuberculosis patient had, whether it’s latent tuberculosis, pulmonary tuberculosis or extrapulmonary tuberculosis",,Alphanumeric,30 characters,,,
,Type of Visit,Dermatology,May-13,,,,Whether new case or follow-up case of psoriasis,,Alphanumeric,20 characters,,,
type_of_wire,Type of Wire,Cardiology,May-13,,,,Different types of wire used to cross the CTO,,Alphanumeric,,Select from a shortlist,Refer to lookup table Type of Wire,NCVD-PCI
types_of_polyp_present_pathology_colorectal,Types of Polyp Present in the Pathology of Colorectal Cancer,Colorectal Cancer,May-13,,,Jenis polyp yang terkandung dalam patologi kanser kolorektal,The types of polyp present in colorectal cancer,,Alphanumeric,,,Refer to lookup table Types of Polyp Present in the Pathology of Colorectal,
,Types of Removal of Placenta,NOR,May-13,,,,Describes the method of delivery of placenta,,,,,,NOR
,Unaided Vision,Ophthalmology,May-13,,,,Subjective visual acuity without pinhole or glasses,,Alphanumeric,,,,
,Unclassified Hypertension,NOR,May-13,,,,Hypertension in pregnancy that cannot be placed or included in a class or category,,,,,,NOR
,Underlying Cause of Death,Person Record,Dec-05,,,Penyebab kematian/Sebab-sebab yang menyebabkan,Underlying cause of death as per death certificate,,Alphanumeric,80 characters,,Refer to ICD-10,WHO International Classification of Diseases and Health Related Problems 10th Revision (ICD 10)
,Underlying Cause of Death_WHO,Forensic,Sep-12,,,,"(a) the disease or injury which initiated the train of morbid events leading directly to death, or b) the circumstances of the accident or violence which produced the fatal injury",,Alphanumeric,80 characters,,Refer to ICD-10,WHO International Classification of Diseases and Health Related Problems 10th Revision (ICD 10)
,Unfractioned Heparin Given during Admission,Cardiology,May-13,,,,Unfractionated Heparin administered during admission,,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",NCVD-ACS
unit_of_measurement,Unit of Measurement,"Hospital Discharge, Pharmacy",Sep-12,,,Unit ukuran/sukatan,Dosage/amount as per prescription,,Alphanumeric,20 characters,,Refer to lookup table Unit of Measurement,"PhIS, MoH"
urgency_of_colorectal_surgery,Urgency of Colorectal Surgery,Colorectal Cancer,May-13,,,Kesegeraan pembedahan kanser kolorektal,The needs of surgical intervention based on the clinical presentation of the patient,,Alphanumeric,3 characters,,Refer to lookup table Urgency of Colorectal Surgery,
urgent_pci_for_stemi,Urgent PCI for STEMI,Cardiology,May-13,,,,PCI performed following different strategies for STEMI,,Alphanumeric,,Select from a shortlist,Refer to lookup table Urgent PCI for STEMI,NCVD-ACS
level_of_impairment,Useful Activities,Mental Health/Psychiatric,Sep-12,,,,Impairment in domain of useful activities,,Alphanumeric,,Select from a shortlist,Refer to lookup table Level of Impairment,
,Uterine Rupture,NOR,,,,,Event during childbirth by which the integrity of the myometrial wall is breached,,,,,,NOR
,Uterine Scar Dehiscience,NOR,May-13,,,,Constitutes separation of a preexisting scar that does not disrupt the overlying visceral peritoneum,,,,,,NOR
,Vascular Perforation,Cardiology,May-13,,,,Perforation of the peripheral vessel where the catheter/sheath/wire is being tracked,,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",NCVD-PCI
,Viscoelastics Agent,Ophthalmology,May-13,,,,An agent used to maintain anterior chamber during cataract surgery,,Alphanumeric,,,,
,Visual Acuity Measurement,Ophthalmology,May-13,,,,Denotes subjective measurement of visual acuity using Snellen Chart,,Alphanumeric,,Type in,,
,Vitamin K Prophylaxis at Birth,Obstetric,Apr-12,,,,Vitamin K prophylaxis intramuscular injection given at birth,,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",MoH
,Waist Circumference,Cardiology,May-13,,,,"Measure the patient’s waist circumference at presentation. Indicate if the measurement was not taken. Measurements may be taken at any time prior to discharge. However measurements taken after prolonged hospitalization (>2 weeks) or following surgery or prolonged intensive unit stay may not be accurate. Also indicate if not available. The WHO STEPS protocol for measuring waist circumference instructs that the measurement be made at the approximate midpoint between the lower margin of the last palpable rib and the top of the iliac crest (WHO, 2008b).",,Numeric,,Type in,,NCVD-ACS
,Waist Hip Ratio (WHR),Cardiology,May-13,,,,"The waist-to-hip ratio is a quick, easy method to estimate body composition and describe body proportions. It is a common measure that reflects the degree of abdominal obesity a person exhibits",,Numeric,,Type in,,NCVD-ACS
,Warfarin,Cardiology,May-13,,,,A type of anticoagulation used,,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",NCVD-ACS NCVD-PCI
,Was Patient Referred to Cardiac Rehabilitation,Cardiology,May-13,,,,Indicate if patient was referred for cardiac rehabilitation,,Alphanumeric,15 characters,Select from a shortlist,"01 = Yes, 02 = No, 03 = Not Applicable",NCVD-ACS
,Was Patient Transferred from Another Centre?,Cardiology,May-13,,,,Indicates if patient was transferred from another centre,,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",NCVD-ACS
,Weight,Cardiology,May-13,,,,Measure the patient’s weight in kg. Defines TIMI STEMI score. Indicate if the weight was not taken. Measurements may be taken at any time prior to discharge. However measurements taken after prolonged hospitalization (>2 weeks) or following surgery or prolonged intensive unit stay may not be accurate. Indicate as Not available if the information is not available.,,Numeric,,Type in,,NCVD-ACS NCVD-PCI
,Weight during Discharge,"Neonatology, MNNR",May-13,,,,Record the weight of the baby in grams upon discharge,,Numeric,4 characters,Type in,,MNNR
,Weight on Admission,"Hospital Discharge, Nuclear Medicine, Mental Health/Psychiatric",Dec-05,Sep-12,,Berat badan semasa kemasukan,Weight in gram (gm) or kilogram (kg) as documented on admission,,Numeric,4 characters (nnnn),Type in,,
when_aspirin_was_administrated,When Aspirin was Administrated,Cardiology,May-13,,,,Indicate time frame Aspirin was given to the patient,,Alphanumeric,,Select from a shortlist,Refer to lookup table When Aspirin was Administrated,NCVD-PCI
when_bivalirudin_was_administrated,When Bivalirudin was Administrated,Cardiology,May-13,,,,Indicate time frame Bivalirudin was given to the patient,,Alphanumeric,,Select from a shortlist,Refer to lookup table When Bivalirudin was Administrated,NCVD-PCI
when_clopidogrel_was_administrated,When Clopidogrel was Administrated,Cardiology,May-13,,,,Indicate time frame Clopidogrel was given to the patient,,Alphanumeric,,Select from a shortlist,Refer to lookup table When Clopidogrel was Administrated,NCVD-PCI
when_fibrinolytic_therapy_was_administrated,When Fibrinolytic Therapy was Administrated,Cardiology,May-13,,,,Indicate time frame Fibrinolytic therapy was given to the patient,,Alphanumeric,,Select from a shortlist,Refer to lookup table When Fibrinolytic Therapy was Administrated,NCVD-PCI
when_fondaparinux_was_administrated,When Fondaparinux was Administrated,Cardiology,May-13,,,,Indicate time frame Fondaparinux was given to the patient,,Alphanumeric,,Select from a shortlist,Refer to lookup table When Fondaparinux was Administrated,NCVD-PCI
when_heparin_was_administrated,When Heparin was Administrated,Cardiology,May-13,,,,Indicate time frame Heparin was given to the patient,,Alphanumeric,,Select from a shortlist,Refer to lookup table When Heparin was Administrated,NCVD-PCI
